Nom Boutique;Catégorie Boutique;Produit;Description Produit
Pharmacie principale;Outils medical;Flocons d'avoine;Céréales complètes souvent consommées au petit-déjeuner.
Pharmacie principale;Outils medical;Céréales;Graines ou préparations pour le petit-déjeuner.
Pharmacie principale;Outils medical;Confiture;Préparation sucrée de fruits cuits et de sucre.
Pharmacie principale;Outils medical;Sauce soja;Condiment salé d'origine asiatique.
Pharmacie principale;Outils medical;Huile d'olive;Huile extraite des olives, utilisée en cuisine.
Pharmacie principale;Outils medical;Mayonnaise;Sauce crémeuse à base d'œufs, d'huile et de moutarde.
Pharmacie principale;Outils medical;Moutarde;Condiment épicé à base de graines de moutarde.
Pharmacie principale;Outils medical;Sauce tomate;Sauce à base de tomates cuisinées.
Pharmacie principale;Outils medical;Légumineuses (lentilles, pois chiches);Graines comestibles riches en protéines végétales.
Pharmacie principale;Outils medical;Chocolat;Produit à base de cacao, souvent sucré.
Pharmacie principale;Outils medical;Bonbons;Friandises sucrées aux saveurs variées.
Pharmacie principale;Outils medical;Chips;Tranches de pommes de terre frites et salées.
Pharmacie principale;Outils medical;Biscuits;Petits gâteaux secs souvent sucrés.
Pharmacie principale;Outils medical;Pâtes à tartiner;Préparation sucrée à étaler sur du pain ou des crêpes.
Complex santa lucia;supermarche;Cahier;Carnet utilisé pour écrire ou prendre des notes.
Complex santa lucia;supermarche;Livre;Ouvrage contenant du texte et des illustrations pour lire ou apprendre.
Complex santa lucia;supermarche;Sac de classe;Sac utilisé pour transporter les fournitures scolaires.
Complex santa lucia;supermarche;Crayon;Outil d'écriture ou de dessin, souvent en graphite ou en bois.
Complex santa lucia;supermarche;Bic;Stylo à bille pour écrire.
Complex santa lucia;supermarche;Stylo;Instrument d'écriture contenant de l'encre.
Complex santa lucia;supermarche;Couleur;Crayons ou feutres utilisés pour dessiner ou colorier.
Complex santa lucia;supermarche;Sac de classe;Sac utilisé pour transporter les fournitures scolaires.
Complex santa lucia;supermarche;Feutre;Outil de dessin avec une pointe en fibre imbibée d'encre.
Complex santa lucia;supermarche;Format;Taille ou dimensions d'une feuille ou d'un support papier.
Complex santa lucia;supermarche;Ardoise;Surface réutilisable pour écrire, souvent utilisée à l'école.
Complex santa lucia;supermarche;Tableau;Surface verticale pour écrire ou dessiner, souvent utilisée en classe.
Complex santa lucia;supermarche;Laptop;Ordinateur portable compact conçu pour un usage mobile.
Complex santa lucia;supermarche;Chargeur;Dispositif utilisé pour recharger la batterie d'un appareil électronique.
Complex santa lucia;supermarche;Chargeur solaire;Chargeur utilisant l'énergie solaire pour recharger des appareils.
Complex santa lucia;supermarche;Air pod;Écouteurs sans fil produits par Apple.
Complex santa lucia;supermarche;Paracétamol;Médicament utilisé pour réduire la fièvre et soulager la douleur légère à modérée.
Complex santa lucia;supermarche;Ibuprofène;Anti-inflammatoire non stéroïdien (AINS) utilisé pour traiter la douleur, l'inflammation et la fièvre.
Complex santa lucia;supermarche;Aspirine;Médicament analgésique, antipyrétique et anti-inflammatoire, également utilisé pour fluidifier le sang.
Complex santa lucia;supermarche;Antihistaminiques;Médicaments utilisés pour traiter les allergies en bloquant l'action de l'histamine.
Complex santa lucia;supermarche;Sirop pour la toux;Solution médicamenteuse destinée à soulager la toux sèche ou grasse.
Complex santa lucia;supermarche;Thermomètre;Dispositif utilisé pour mesurer la température corporelle.
Complex santa lucia;supermarche;Pansements;Matériaux utilisés pour protéger les plaies et favoriser leur cicatrisation.
Complex santa lucia;supermarche;Compresses stériles;Tissus propres et stériles utilisés pour nettoyer ou couvrir une plaie.
Complex santa lucia;supermarche;Bandages;Bande de tissu utilisée pour maintenir un pansement ou immobiliser une blessure.
Complex santa lucia;supermarche;Désinfectant;Produit utilisé pour éliminer les micro-organismes et désinfecter une surface ou une plaie.
Complex santa lucia;supermarche;Antiseptique;Substance appliquée sur la peau pour prévenir ou traiter une infection.
Complex santa lucia;supermarche;Alcool à 70°;Solution d'éthanol à 70% utilisée pour désinfecter la peau ou le matériel médical.
Complex santa lucia;supermarche;Vitamines;Composés organiques essentiels nécessaires au bon fonctionnement du corps.
Complex santa lucia;supermarche;Compléments alimentaires;Produits contenant des nutriments pour compléter l'alimentation.
Complex santa lucia;supermarche;Crème hydratante;Produit cosmétique qui aide à maintenir l'hydratation de la peau.
Complex santa lucia;supermarche;Crème solaire;Produit appliqué sur la peau pour la protéger des rayons UV du soleil.
Complex santa lucia;supermarche;Crème pour le visage;Produit cosmétique hydratant ou traitant spécifiquement pour la peau du visage.
Complex santa lucia;supermarche;Crème pour les mains;Produit hydratant conçu pour adoucir et protéger les mains.
Complex santa lucia;supermarche;Gel antibactérien;Solution en gel utilisée pour désinfecter les mains sans eau.
Complex santa lucia;supermarche;Baume à lèvres;Produit utilisé pour hydrater et protéger les lèvres sèches ou gercées.
Complex santa lucia;supermarche;Gel pour les muscles;Produit appliqué localement pour soulager les douleurs musculaires.
Complex santa lucia;supermarche;Gel contre les piqûres d'insectes;Produit qui calme les démangeaisons et irritations causées par les piqûres.
Complex santa lucia;supermarche;Déodorant;Produit utilisé pour réduire les odeurs corporelles en contrôlant la transpiration.
Complex santa lucia;supermarche;Savon antiseptique;Savon conçu pour éliminer les bactéries et désinfecter la peau.
Complex santa lucia;supermarche;Lotion capillaire;Produit appliqué sur les cheveux ou le cuir chevelu pour traiter des problèmes capillaires.
Complex santa lucia;supermarche;Shampoing antipelliculaire;Shampoing formulé pour traiter et prévenir les pellicules.
Complex santa lucia;supermarche;Crème anti-âge;Produit conçu pour ralentir les signes visibles du vieillissement cutané.
Complex santa lucia;supermarche;Pommade cicatrisante;Crème qui aide à la réparation des plaies ou des cicatrices.
Complex santa lucia;supermarche;Poudre de talc;Poudre absorbante utilisée pour réduire l'humidité et apaiser la peau.
Complex santa lucia;supermarche;Lotion pour le corps;Produit hydratant appliqué pour nourrir et adoucir la peau.
Complex santa lucia;supermarche;Sérum hydratant;Solution concentrée pour hydrater en profondeur la peau.
Complex santa lucia;supermarche;Gels pour les yeux;Produits appliqués pour hydrater ou apaiser le contour des yeux.
Complex santa lucia;supermarche;Collyres;Gouttes oculaires utilisées pour traiter des irritations ou infections des yeux.
Complex santa lucia;supermarche;Lunettes de lecture;Lunettes conçues pour corriger la vision de près.
Complex santa lucia;supermarche;Lentilles de contact;Dispositifs optiques placés sur l'œil pour corriger la vision.
Complex santa lucia;supermarche;Solution pour lentilles;Liquide utilisé pour nettoyer et conserver les lentilles de contact.
Complex santa lucia;supermarche;Crème pour les éruptions cutanées;Produit utilisé pour apaiser et traiter les irritations cutanées.
Complex santa lucia;supermarche;Lotion pour les pieds;Produit hydratant spécialement conçu pour la peau des pieds.
Complex santa lucia;supermarche;Crème antifongique;Produit destiné à traiter les infections fongiques de la peau.
Complex santa lucia;supermarche;Crème contre les brûlures;Produit qui apaise et soigne les brûlures légères.
Complex santa lucia;supermarche;Désinfectant pour les mains;Produit pour désinfecter les mains en l'absence de savon et d'eau.
Complex santa lucia;supermarche;Sérum physiologique;Solution saline utilisée pour nettoyer les yeux, le nez ou les plaies.
Complex santa lucia;supermarche;Solution de rinçage buccal;Liquide utilisé pour l'hygiène buccale et réduire les bactéries.
Complex santa lucia;supermarche;Brosses à dents;Outil utilisé pour nettoyer les dents et les gencives.
Complex santa lucia;supermarche;Dentifrice;Pâte ou gel utilisé avec une brosse à dents pour nettoyer les dents.
Complex santa lucia;supermarche;Fil dentaire;Fil fin utilisé pour enlever les débris alimentaires entre les dents.
Complex santa lucia;supermarche;Coton-tiges;Petit bâtonnet avec du coton aux extrémités pour l'hygiène ou le maquillage.
Complex santa lucia;supermarche;Ciseaux pour ongles;Outils utilisés pour couper les ongles des mains ou des pieds.
Complex santa lucia;supermarche;Coupe-ongles;Accessoire utilisé pour tailler les ongles.
Complex santa lucia;supermarche;Crème pour les hémorroïdes;Produit destiné à apaiser et traiter les symptômes des hémorroïdes.
Complex santa lucia;supermarche;Médicaments pour les allergies;Traitements pour réduire ou éliminer les réactions allergiques.
Complex santa lucia;supermarche;Médicaments contre la grippe;Médicaments visant à traiter les symptômes de la grippe.
Complex santa lucia;supermarche;Médicaments contre le rhume;Traitements pour soulager les symptômes du rhume.
Complex santa lucia;supermarche;Médicaments contre les nausées;Médicaments pour prévenir ou traiter les nausées et vomissements.
Complex santa lucia;supermarche;Médicaments contre les maux de tête;Traitements pour soulager les céphalées.
Complex santa lucia;supermarche;Médicaments pour l'indigestion;Traitements pour faciliter la digestion ou réduire les brûlures d'estomac.
Complex santa lucia;supermarche;Médicaments contre la diarrhée;Produits pour stopper ou réduire les diarrhées.
Complex santa lucia;supermarche;Médicaments contre la constipation;Traitements pour faciliter le transit intestinal.
Complex santa lucia;supermarche;Médicaments pour les douleurs menstruelles;Antalgiques pour soulager les douleurs pendant les menstruations.
Complex santa lucia;supermarche;Médicaments contre les douleurs musculaires;Produits pour soulager les douleurs ou crampes musculaires.
Complex santa lucia;supermarche;Médicaments pour les douleurs articulaires;Traitements pour apaiser les douleurs dans les articulations.
Complex santa lucia;supermarche;Oxygène en bouteille;Oxygène stocké sous pression pour usage médical.
Complex santa lucia;supermarche;Tensiomètre;Dispositif pour mesurer la pression artérielle.
Complex santa lucia;supermarche;Gants médicaux;Gants utilisés pour protéger contre les contaminations médicales.
Complex santa lucia;supermarche;Masques chirurgicaux;Masques jetables pour limiter la propagation des infections.
Complex santa lucia;supermarche;Compresses froides;Poches froides pour réduire l'inflammation ou la douleur.
Complex santa lucia;supermarche;Compresses chaudes;Poches chaudes utilisées pour détendre les muscles ou soulager la douleur.
Complex santa lucia;supermarche;Crème contre l'acné;Traitement pour réduire et prévenir les boutons d'acné.
Complex santa lucia;supermarche;Antiviraux;Médicaments pour traiter ou prévenir les infections virales.
Complex santa lucia;supermarche;Médicaments pour la tension artérielle;Traitements pour réguler ou abaisser la pression artérielle.
Complex santa lucia;supermarche;Médicaments pour la digestion;Produits qui facilitent la digestion et soulagent les troubles gastro-intestinaux.
Complex santa lucia;supermarche;Body bébé;Sous-vêtement une pièce pour bébé, couvrant le haut du corps et fermant entre les jambes.
Complex santa lucia;supermarche;Pyjama bébé;Vêtement confortable pour dormir, couvrant tout le corps du bébé.
Complex santa lucia;supermarche;Chaussettes bébé;Petits vêtements pour protéger et garder au chaud les pieds du bébé.
Complex santa lucia;supermarche;Bonnet bébé;Couvre-chef utilisé pour garder la tête du bébé au chaud.
Complex santa lucia;supermarche;Gants bébé;Petits gants pour protéger les mains du bébé du froid.
Complex santa lucia;supermarche;Bavoir;Accessoire placé autour du cou pour protéger les vêtements pendant les repas.
Complex santa lucia;supermarche;Tétine;Objet en silicone ou caoutchouc que le bébé suce pour se calmer.
Complex santa lucia;supermarche;Couches;Articles absorbants portés par les bébés pour retenir l'urine et les selles.
Complex santa lucia;supermarche;Couverture;Pièce de tissu utilisée pour couvrir et réchauffer le bébé.
Complex santa lucia;supermarche;Gigoteuse;Sac de couchage pour bébé qui permet de dormir en toute sécurité.
Complex santa lucia;supermarche;Draps de lit bébé;Ensemble de linge destiné au matelas d'un lit pour bébé.
Complex santa lucia;supermarche;Couverture en laine;Couverture chaude fabriquée en laine pour protéger du froid.
Complex santa lucia;supermarche;Pyjama en coton;Vêtement de nuit doux en coton pour assurer le confort du bébé.
Complex santa lucia;supermarche;Ensemble de naissance;Vêtements et accessoires spécialement conçus pour les nouveau-nés.
Complex santa lucia;supermarche;Robe de naissance;Petite robe conçue pour être portée par les bébés à la naissance.
Complex santa lucia;supermarche;Ensemble bébé;Lot de vêtements assortis pour habiller un bébé.
Complex santa lucia;supermarche;Salopette bébé;Vêtement composé d'un pantalon avec des bretelles pour bébé.
Complex santa lucia;supermarche;Pantalon bébé;Bas de vêtement destiné aux bébés.
Complex santa lucia;supermarche;Vêtements en laine pour bébé;Vêtements fabriqués en laine pour tenir les bébés au chaud.
Complex santa lucia;supermarche;Moufles bébé;Petits gants sans séparation pour protéger les mains du bébé.
Complex santa lucia;supermarche;Pantalon en coton;Bas confortable en coton adapté pour les bébés.
Complex santa lucia;supermarche;Cache-couche;Sous-vêtement bébé qui s'attache entre les jambes.
Complex santa lucia;supermarche;Poussette;Équipement roulant pour transporter un bébé lors de promenades.
Complex santa lucia;supermarche;Sac à langer;Sac conçu pour transporter les affaires du bébé, comme les couches et vêtements.
Complex santa lucia;supermarche;Cale-bébé;Accessoire utilisé pour maintenir le bébé dans une position sécurisée.
Complex santa lucia;supermarche;Berceau;Petit lit pour les nourrissons, souvent à bascule.
Complex santa lucia;supermarche;Lit bébé;Lit sécurisé conçu pour les bébés.
Complex santa lucia;supermarche;Transat bébé;Siège inclinable où le bébé peut se reposer ou jouer.
Complex santa lucia;supermarche;Siège-auto bébé;Siège de sécurité installé dans une voiture pour les bébés.
Complex santa lucia;supermarche;Tapis de jeu;Tapis doux conçu pour que les bébés puissent jouer en toute sécurité.
Complex santa lucia;supermarche;Peluche;Jouet doux en tissu, souvent utilisé pour rassurer le bébé.
Complex santa lucia;supermarche;Doudou;Objet doux et réconfortant auquel le bébé s'attache.
Complex santa lucia;supermarche;Hochet;Jouet qui fait du bruit lorsque secoué, utilisé pour stimuler les sens du bébé.
Complex santa lucia;supermarche;Trousse de toilette bébé;Trousse contenant les produits d'hygiène essentiels pour bébé.
Complex santa lucia;supermarche;Crème pour bébé;Crème hydratante douce adaptée à la peau sensible des bébés.
Complex santa lucia;supermarche;Shampooing pour bébé;Produit doux pour laver les cheveux des bébés sans irriter les yeux.
Complex santa lucia;supermarche;Brosse à cheveux bébé;Brosse douce pour coiffer les cheveux délicats des bébés.
Complex santa lucia;supermarche;Serviette bébé;Serviette douce et absorbante pour sécher le bébé après le bain.
Complex santa lucia;supermarche;Rideau de chambre bébé;Rideau décoratif ou occultant pour la chambre du bébé.
Complex santa lucia;supermarche;Mobile musical;Objet suspendu qui joue de la musique pour apaiser le bébé.
Complex santa lucia;supermarche;Chiffon de bain;Petit linge doux pour nettoyer délicatement le bébé.
Complex santa lucia;supermarche;Coussin allaitement;Coussin utilisé pour soutenir le bébé pendant l'allaitement.
Complex santa lucia;supermarche;Matelas bébé;Matelas spécialement conçu pour le lit ou le berceau d'un bébé.
Complex santa lucia;supermarche;Plan à langer;Surface utilisée pour changer les couches du bébé.
Complex santa lucia;supermarche;Bol;Petit récipient utilisé pour les repas des bébés.
Complex santa lucia;supermarche;Cuillère bébé;Cuillère douce adaptée à la bouche des bébés.
Complex santa lucia;supermarche;Bouteille d'allaitement;Biberon utilisé pour nourrir les bébés au lait maternel ou infantile.
Complex santa lucia;supermarche;Bavoir en silicone;Bavoir résistant et facile à nettoyer, utilisé pendant les repas.
Complex santa lucia;supermarche;Sac de couchage bébé;Sac conçu pour garder le bébé au chaud pendant le sommeil.
Complex santa lucia;supermarche;Ensemble de linge de lit;Ensemble comprenant des draps, couvertures et taies pour lit bébé.
Complex santa lucia;supermarche;Tapis d'éveil;Tapis conçu pour stimuler les sens et le développement des bébés.
Complex santa lucia;supermarche;Manteau bébé;Vêtement d'extérieur chaud pour protéger le bébé du froid.
Complex santa lucia;supermarche;Pull bébé;Haut chaud pour bébé, souvent en laine ou en coton.
Complex santa lucia;supermarche;Chaussures bébé;Petits souliers conçus pour les bébés.
Complex santa lucia;supermarche;Cahier;Carnet utilisé pour écrire ou prendre des notes.
Complex santa lucia;supermarche;Livre;Ouvrage contenant du texte et des illustrations pour lire ou apprendre.
Complex santa lucia;supermarche;Sac de classe;Sac utilisé pour transporter les fournitures scolaires.
Complex santa lucia;supermarche;Crayon;Outil d'écriture ou de dessin, souvent en graphite ou en bois.
Complex santa lucia;supermarche;Bic;Stylo à bille pour écrire.
Complex santa lucia;supermarche;Stylo;Instrument d'écriture contenant de l'encre.
Complex santa lucia;supermarche;Couleur;Crayons ou feutres utilisés pour dessiner ou colorier.
Complex santa lucia;supermarche;Feutre;Outil de dessin avec une pointe en fibre imbibée d'encre.
Complex santa lucia;supermarche;Format;Taille ou dimensions d'une feuille ou d'un support papier.
Complex santa lucia;supermarche;Ardoise;Surface réutilisable pour écrire, souvent utilisée à l'école.
Complex santa lucia;supermarche;Tableau;Surface verticale pour écrire ou dessiner, souvent utilisée en classe.
Complex santa lucia;supermarche;Chaises;Sièges avec dossier, souvent utilisés pour s'asseoir autour d'une table.
Complex santa lucia;supermarche;Tables;Meubles plats sur pieds servant à poser des objets ou manger.
Complex santa lucia;supermarche;Canapés;Assises rembourrées pour plusieurs personnes, souvent dans un salon.
Complex santa lucia;supermarche;Fauteuils;Sièges individuels confortables avec dossier et accoudoirs.
Complex santa lucia;supermarche;Lits;Meubles sur lesquels on dort, composés d'un sommier et d'un matelas.
Complex santa lucia;supermarche;Matelas;Coussin épais placé sur un lit pour dormir.
Complex santa lucia;supermarche;Armoires;Meubles de rangement fermés pour vêtements ou objets divers.
Complex santa lucia;supermarche;Commodes;Meubles bas avec tiroirs pour ranger des affaires.
Complex santa lucia;supermarche;Étagères;Meubles ouverts composés de planches pour ranger ou exposer des objets.
Complex santa lucia;supermarche;Buffets;Meubles bas pour ranger la vaisselle ou les ustensiles de cuisine.
Complex santa lucia;supermarche;Bibliothèques;Meubles avec étagères pour ranger des livres.
Complex santa lucia;supermarche;Meubles TV;Meubles bas conçus pour poser et organiser une télévision et ses accessoires.
Complex santa lucia;supermarche;Lampes;Accessoires d'éclairage portatifs ou fixes.
Complex santa lucia;supermarche;Lustres;Éclairages suspendus au plafond, souvent décoratifs.
Complex santa lucia;supermarche;Tapis;Revêtement de sol textile servant de décoration ou d'isolant.
Complex santa lucia;supermarche;Rideaux;Tissus suspendus devant les fenêtres pour la décoration ou pour occulter la lumière.
Complex santa lucia;supermarche;Coussins;Accessoires rembourrés pour le confort ou la décoration.
Complex santa lucia;supermarche;Miroirs;Surfaces réfléchissantes en verre servant à voir son reflet.
Complex santa lucia;supermarche;Cadres photo;Supports pour encadrer et exposer des photos.
Complex santa lucia;supermarche;Accessoires de rangement;Objets servant à organiser et stocker divers articles.
Complex santa lucia;supermarche;Tabourets;Sièges sans dossier souvent plus petits et faciles à déplacer.
Complex santa lucia;supermarche;Bureaux;Tables de travail souvent utilisées dans les bureaux ou les maisons.
Complex santa lucia;supermarche;Coiffeuses;Meubles avec miroir et tiroirs utilisés pour se maquiller.
Complex santa lucia;supermarche;Tables de chevet;Petites tables placées près du lit pour poser des objets.
Complex santa lucia;supermarche;Meubles à chaussures;Meubles conçus pour ranger les chaussures.
Complex santa lucia;supermarche;Consoles d'entrée;Tables étroites placées dans l'entrée pour poser des objets décoratifs.
Complex santa lucia;supermarche;Bancs;Assises longues sans dossier, souvent pour plusieurs personnes.
Complex santa lucia;supermarche;Paravents;Panneaux mobiles servant de séparation ou de décoration.
Complex santa lucia;supermarche;Coffres de rangement;Meubles fermés permettant de stocker divers objets.
Complex santa lucia;supermarche;Poufs;Assises rembourrées, souvent petites et mobiles.
Complex santa lucia;supermarche;Tables basses;Petites tables placées devant un canapé dans le salon.
Complex santa lucia;supermarche;Meubles de jardin;Meubles conçus pour l'extérieur comme les chaises et tables.
Complex santa lucia;supermarche;Chaises pliantes;Chaises qui peuvent être pliées pour un rangement facile.
Complex santa lucia;supermarche;Chaises hautes;Sièges élevés, souvent utilisés pour les repas.
Complex santa lucia;supermarche;Bars et tabourets de bar;Meubles pour servir des boissons avec des sièges hauts adaptés.
Complex santa lucia;supermarche;Meubles sous lavabo;Meubles pour organiser l'espace sous un lavabo.
Complex santa lucia;supermarche;Colonnes de rangement;Meubles étroits avec étagères pour maximiser le rangement.
Complex santa lucia;supermarche;Vitrines;Meubles avec des portes en verre pour exposer des objets.
Complex santa lucia;supermarche;Buffets hauts;Buffets de grande hauteur pour offrir plus de rangement.
Complex santa lucia;supermarche;Tables extensibles;Tables pouvant être agrandies grâce à un mécanisme extensible.
Complex santa lucia;supermarche;Plafonniers;Éclairages fixes installés au plafond.
Complex santa lucia;supermarche;Appliques murales;Éclairages fixés sur les murs.
Complex santa lucia;supermarche;Guirlandes lumineuses;Fils lumineux décoratifs pour éclairer ou décorer un espace.
Complex santa lucia;supermarche;Stores enrouleurs;Rideaux enroulables pour couvrir les fenêtres.
Complex santa lucia;supermarche;Horloges murales;Horloges fixées au mur pour afficher l'heure.
Complex santa lucia;supermarche;Plantes artificielles;Décorations imitant des plantes naturelles.
Complex santa lucia;supermarche;Paniers de rangement;Contenants souvent en osier ou tissu pour stocker des objets.
Complex santa lucia;supermarche;Dessous de verre;Accessoires placés sous les verres pour protéger les surfaces.
Complex santa lucia;supermarche;Dessus de lit;Couverture décorative placée sur le lit.
Complex santa lucia;supermarche;Housses de canapé;Couvrures en tissu pour protéger ou décorer les canapés.
Complex santa lucia;supermarche;Clous;Petites tiges métalliques utilisées pour fixer des objets.
Complex santa lucia;supermarche;Vis;Éléments métalliques filetés pour l'assemblage.
Complex santa lucia;supermarche;Marteaux;Outils utilisés pour enfoncer des clous.
Complex santa lucia;supermarche;Tournevis;Outils servant à visser ou dévisser.
Complex santa lucia;supermarche;Clés à molette;Outils réglables pour serrer ou desserrer des boulons.
Complex santa lucia;supermarche;Ruban adhésif;Bande collante utilisée pour fixer des objets.
Complex santa lucia;supermarche;Peinture;Produit appliqué sur des surfaces pour les décorer ou les protéger.
Complex santa lucia;supermarche;Pinceaux;Outils utilisés pour appliquer de la peinture.
Complex santa lucia;supermarche;Cadenas;Dispositifs de verrouillage portatifs.
Complex santa lucia;supermarche;Câbles électriques;Conducteurs permettant de transmettre l'électricité.
Complex santa lucia;supermarche;Tuyaux;Conduits permettant le passage de liquides ou de gaz.
Complex santa lucia;supermarche;Gants de protection;Accessoires pour protéger les mains.
Complex santa lucia;supermarche;Échelles;Outils permettant d'accéder à des hauteurs.
Complex santa lucia;supermarche;Perceuses;Outils électriques utilisés pour percer des trous.
Complex santa lucia;supermarche;Colles;Substances adhésives pour fixer des objets ensemble.
Complex santa lucia;supermarche;Ampoules;Dispositifs d'éclairage produisant de la lumière.
Complex santa lucia;supermarche;Scies;Outils pour couper du bois, du métal ou du plastique.
Complex santa lucia;supermarche;Niveau à bulle;Outil pour vérifier l'horizontalité ou la verticalité.
Complex santa lucia;supermarche;Ponceuses;Outils pour lisser des surfaces.
Complex santa lucia;supermarche;Rouleaux de peinture;Outils pour appliquer de la peinture sur de grandes surfaces.
Complex santa lucia;supermarche;Serres-joints;Outils pour maintenir des objets ensemble pendant le travail.
Complex santa lucia;supermarche;Fils de fer;Fils métalliques utilisés pour attacher ou fixer.
Complex santa lucia;supermarche;Chaînes métalliques;Assemblages de maillons métalliques.
Complex santa lucia;supermarche;Crochets;Éléments utilisés pour suspendre des objets.
Complex santa lucia;supermarche;Équerres métalliques;Supports métalliques pour fixer des étagères.
Complex santa lucia;supermarche;Mèches de perceuse;Outils insérés dans une perceuse pour percer des trous.
Complex santa lucia;supermarche;Douilles électriques;Pièces permettant de connecter les ampoules.
Complex santa lucia;supermarche;Interrupteurs;Dispositifs pour allumer ou éteindre un circuit électrique.
Complex santa lucia;supermarche;Multiprises;Prises électriques multiples permettant de connecter plusieurs appareils.
Complex santa lucia;supermarche;Ventilateurs muraux;Appareils fixés au mur pour ventiler un espace.
Complex santa lucia;supermarche;Tuyaux d’arrosage;Conduits souples pour arroser les plantes.
Complex santa lucia;supermarche;Robinets;Dispositifs permettant d'ouvrir ou fermer l'écoulement de l'eau.
Complex santa lucia;supermarche;Joints de plomberie;Éléments pour assurer l'étanchéité des raccords de plomberie.
Complex santa lucia;supermarche;Colle à PVC;Adhésif pour assembler des tuyaux en PVC.
Complex santa lucia;supermarche;Bâches de protection;Toiles utilisées pour protéger des surfaces.
Complex santa lucia;supermarche;Charnières;Pièces métalliques permettant l'ouverture de portes ou fenêtres.
Complex santa lucia;supermarche;Moto;Véhicule à deux roues motorisé.
Complex santa lucia;supermarche;Voiture;Véhicule motorisé à quatre roues destiné au transport de personnes.
Complex santa lucia;supermarche;Tomate;Légume-fruit rouge utilisé dans divers plats.
Complex santa lucia;supermarche;Carotte;Légume racine orange riche en vitamines.
Complex santa lucia;supermarche;Oignons;Légume bulbe utilisé pour assaisonner les plats.
Complex santa lucia;supermarche;Ail;Condiment à saveur forte utilisé pour relever les plats.
Complex santa lucia;supermarche;Poivrons;Légume coloré et croquant, doux ou épicé.
Complex santa lucia;supermarche;Aubergines;Légume violet allongé, souvent utilisé dans les plats mijotés.
Complex santa lucia;supermarche;Courgettes;Légume vert tendre, souvent cuisiné en ratatouille.
Complex santa lucia;supermarche;Concombre;Légume croquant, souvent utilisé dans les salades.
Complex santa lucia;supermarche;Laitue;Feuilles vertes utilisées pour préparer des salades.
Complex santa lucia;supermarche;Chou;Légume rond à feuilles vertes ou blanches.
Complex santa lucia;supermarche;Radis;Légume racine croquant et piquant.
Complex santa lucia;supermarche;Choux-fleurs;Légume blanc en forme de fleur, riche en vitamines.
Complex santa lucia;supermarche;Pommes de terre;Légume racine, base de nombreux plats.
Complex santa lucia;supermarche;Patates douces;Tubercule sucré à chair orange, riche en fibres.
Complex santa lucia;supermarche;Haricots verts;Légume en gousses vertes, tendre et croquant.
Complex santa lucia;supermarche;Poireaux;Légume long et vert, utilisé dans les soupes et potages.
Complex santa lucia;supermarche;Banane;Fruit tropical allongé à chair douce et sucrée.
Complex santa lucia;supermarche;Orange;Agrume juteux, riche en vitamine C.
Complex santa lucia;supermarche;Mangue;Fruit tropical à chair sucrée et parfumée.
Complex santa lucia;supermarche;Ananas;Fruit tropical à peau dure et chair juteuse.
Complex santa lucia;supermarche;Papaye;Fruit tropical doux et orangé.
Complex santa lucia;supermarche;Citron;Agrume acide, souvent utilisé en jus ou pour assaisonner.
Complex santa lucia;supermarche;Pêche;Fruit à chair douce, juteuse et peau duveteuse.
Complex santa lucia;supermarche;Prune;Petit fruit rond à peau lisse, doux ou acidulé.
Complex santa lucia;supermarche;Fraises;Petits fruits rouges sucrés et parfumés.
Complex santa lucia;supermarche;Pastèque;Gros fruit à chair rouge, très rafraîchissant.
Complex santa lucia;supermarche;Melon;Fruit rond et sucré, souvent consommé en été.
Complex santa lucia;supermarche;Grenade;Fruit à graines juteuses et légèrement acidulées.
Complex santa lucia;supermarche;Noix de coco;Fruit tropical à chair blanche et coque dure.
Complex santa lucia;supermarche;Litchi;Petit fruit tropical à chair blanche sucrée.
Complex santa lucia;supermarche;Poires;Fruit doux et juteux en forme de poire.
Complex santa lucia;supermarche;Pommes;Fruit croquant, sucré ou acidulé.
Complex santa lucia;supermarche;Raisins;Petits fruits en grappes, utilisés pour le vin ou en dessert.
Complex santa lucia;supermarche;Figues;Fruits sucrés et charnus avec une peau fine.
Complex santa lucia;supermarche;Abricots;Fruits orangés, doux et juteux.
Complex santa lucia;supermarche;Glace;Dessert froid et sucré à base de crème ou de lait.
Complex santa lucia;supermarche;Pizza;Plat italien composé d'une pâte garnie de sauce tomate, fromage et divers ingrédients.
Complex santa lucia;supermarche;Shawarma;Plat de viande grillée enroulée dans un pain plat.
Complex santa lucia;supermarche;Eru;Plat africain à base de feuilles d'eru et de viande ou poisson fumé.
Complex santa lucia;supermarche;Dolet;Plat africain à base de pâte de maïs ou de manioc.
Complex santa lucia;supermarche;Riz;Céréale souvent utilisée comme base de plats.
Complex santa lucia;supermarche;Soupe;Plat liquide chaud à base de légumes, viandes ou bouillon.
Complex santa lucia;supermarche;Salade;Plat composé de légumes crus, souvent assaisonné.
Complex santa lucia;supermarche;Poulet rôti;Poulet cuit au four ou à la broche.
Complex santa lucia;supermarche;Bœuf grillé;Viande de bœuf cuite sur un grill.
Complex santa lucia;supermarche;Poisson grillé;Poisson cuit au grill ou au feu.
Complex santa lucia;supermarche;Crevettes;Fruits de mer consommés grillés, frits ou en sauce.
Complex santa lucia;supermarche;Couscous;Plat d'origine nord-africaine à base de semoule.
